id	mass	x	y	vel_x	vel_y
0	4.8495797125524765e+33	-2.8124698146884674e+25	2.932184872879314e+25	-4912.996869211801	-486.8297862845011
1	1.4264380439387401e+34	2.358612799844806e+25	4.186021797930307e+24	-9451.087519302182	-7491.866307853572
2	7.936317837070836e+34	1.0011631082447762e+24	2.621370229313651e+25	8655.808755611622	-8404.093484281175
3	9.379375281133622e+34	-1.1595155070134378e+25	3.4601473328649475e+24	-6674.632728430736	-5736.974520699054
4	1.5968803364934958e+34	4.844009459275516e+25	-4.0449128978647055e+25	5728.0312957262995	-5084.823429438983
5	6.231627268171994e+34	-2.0344889091690654e+25	-2.3822868393231345e+25	710.8600456713757	4645.536926561419
6	3.5481660951076462e+34	1.502276012759852e+25	4.358376624722073e+23	-3057.516151524628	6889.12459967766
7	9.286228932312053e+34	2.4520930676818103e+25	3.517696141703559e+25	4047.3253645411987	8643.926482218209
8	7.552515770492629e+34	1.176785552273334e+25	2.5364885539348924e+24	9959.214903609703	3085.5784182116568
9	6.097026884659562e+34	2.8095928749000893e+25	-6.654285726994709e+24	-6720.535254553177	-2754.3582090434084
10	2.4495372845275307e+34	-2.6973029904660474e+25	2.281224316611366e+25	8444.3723644364	8294.193787136082
11	8.639501661008648e+34	-1.431067122515799e+25	-1.945275434893207e+25	559.5895381607497	-4973.8094853876455
12	4.977537485690588e+34	-4.914224727926135e+25	-2.9019924570804036e+25	3495.2934499845505	-276.940202545351
13	5.3298602195129565e+34	2.717901641967294e+25	2.849248491072002e+25	8366.12479742608	-1966.6957434729393
14	1.6780624991828318e+34	-3.289308642425728e+25	-2.240434038245227e+25	-3611.5901280932185	1511.915040226826
15	7.196664952441172e+34	8.326581217247257e+24	2.651629409877153e+24	9126.690447292553	-860.0042779986234
16	6.606121665718987e+34	-1.2203935090022001e+25	2.195150131961935e+25	4050.536501613353	4856.154585474926
17	5.968450621242259e+34	4.166748080510805e+25	4.2633804773983594e+24	9985.666423534687	-2165.2753398619143
18	9.165759987857806e+34	3.963521203518267e+25	-8.529818293173682e+24	-4924.806382373341	464.56183360241994
19	1.4761244174224042e+34	-2.739839712076765e+25	-4.452255073595269e+25	-4408.325043738595	-3810.69704985334
20	9.433720136862014e+34	-1.1537434807609872e+25	1.5335300452893045e+25	8223.340896188307	8901.392950785015
21	3.220651465196811e+34	-3.555552773417552e+25	-3.666815237049553e+25	-2981.4348536756243	7851.651097192655
22	4.155634740339223e+34	-1.459816642919313e+25	-3.298306182474409e+25	-117.86270756639715	-4611.4860511719335
23	5.50549581731388e+34	-2.282484727877071e+25	2.989744714496359e+24	8472.36183540985	-3608.2158889720795
24	5.743581866013072e+34	1.8728344658034227e+24	-1.9000992944487083e+25	8160.00762649492	8880.242268983184
25	2.666675636049239e+34	-2.281371482897915e+25	-2.7540467984360295e+25	-1197.4738020104433	4730.602158655143
26	5.641422989618295e+34	-5.466465175613291e+24	1.8543764004248358e+25	4555.4184709382225	5917.863642568744
27	7.673076581503459e+34	7.85046646062925e+24	-4.681915023800798e+25	8870.317167885154	482.8770583032201
28	3.311005247298621e+34	1.7757651470494127e+25	1.131928899058019e+25	-4570.116428650935	5265.012572140817
29	4.308083837701598e+34	-1.162882391800765e+25	-2.0765583557351674e+25	-7771.878316693848	4719.834288584721
30	4.707987842479015e+34	2.159129984535542e+25	4.348650692197956e+25	5192.159507406377	-4962.269978385488
31	2.97214014154374e+34	-5.550470972942757e+24	-2.5494772461983273e+25	-2270.3832671644504	-3020.543109731937
32	2.717898922947637e+33	1.9543258942166743e+25	1.759647306981933e+25	-8053.113284986535	4819.354651061689
33	8.035417956123728e+34	4.4411249260131275e+25	2.5576509108971578e+25	-4304.133186211996	-2804.5018234066647
34	2.921607789958395e+34	3.197654644753555e+24	-2.8150347410037457e+25	-5892.29733532864	9976.18408392863
35	8.23078152529939e+34	-3.257445967414565e+25	2.4967151340559584e+25	7242.01417402361	3004.69397962732
36	2.87771667965772e+34	-2.134456393439005e+25	2.153160953353951e+23	-8470.647324747582	-1297.0765557227842
37	7.053817423196046e+34	-4.9177921344154475e+25	1.5514994560572675e+25	8891.680945738175	2913.0330835867135
38	4.0170934580886897e+34	8.5339605224708e+24	4.102152197868874e+25	23.581252781732474	5166.785097940727
39	9.752513479804318e+34	-1.2570427912162206e+25	1.4709225094134085e+25	-3511.9195851332033	-4822.265588589398
40	7.813442554620001e+34	-3.799395228087973e+25	3.8217549722454664e+25	-4770.680678234394	-6696.819766468405
41	5.472354748466737e+34	4.549967251834801e+25	4.746181412592728e+25	3792.1103339245656	-8059.805542926193
42	5.776294269358481e+34	-2.2915091897377973e+25	1.0054084429797213e+25	8043.654492902482	1906.0976222176123
43	2.938261541149845e+33	4.252141715555239e+25	3.891182919784138e+25	-3244.361395880018	-8583.270583728094
44	4.746171429973451e+34	3.393094434018299e+25	1.381475548347679e+25	-2937.6770373860663	7918.302510284095
45	6.836258733745539e+34	-4.076952529027794e+25	1.656170523147238e+25	7068.76374027141	-8716.793819752584
46	9.152499726072951e+34	-2.1197411211876104e+25	6.804327493237438e+24	2488.4752213455904	5912.098424714093
47	4.508514136642294e+33	-1.4906949544482517e+25	4.023734402257509e+25	2820.7383542424286	-243.74792479159987
48	3.5468924701038125e+33	4.9139584337941944e+25	-2.5417786647653287e+25	-987.3073977561962	-4452.715009458599
49	5.802068276185537e+34	-4.750021165483866e+25	-5.455308151027817e+24	5832.238319403747	-6193.82953137406
50	7.662827171102686e+34	4.1272931558038954e+25	-3.6032582511077894e+25	-9793.266855354916	4238.595810130397
51	5.739034445200608e+34	-8.362828918638214e+24	4.271439400097708e+25	6091.3350889851445	2057.9029307289966
52	2.7421679374106343e+34	-2.8994327821780944e+25	-1.5435225105732578e+25	9333.464425368238	879.539299246695
53	4.396577569589081e+34	-1.558566639148107e+25	-4.1485119134672495e+24	9182.22428355059	355.6404737295197
54	8.00764401727203e+33	-4.335436177435518e+25	1.6767169967432727e+25	-6864.830432645884	7142.153662373705
55	9.459330535460607e+34	-2.538951909407834e+25	4.495633048113473e+25	-1299.4614815878995	1700.2235287865933
56	2.2509290486661758e+34	3.0140684771308833e+25	-3.7365499502611457e+25	-9592.480636036318	4677.501380033651
57	9.194539225457699e+34	4.474417453243342e+25	-4.5714054989283605e+25	-4492.398113924034	-7448.54691582054
58	4.158790138987874e+34	-4.564013922848547e+25	2.8320126257529786e+25	-1167.4205457593453	1708.7007456186166
59	6.606114897704789e+34	5.986774545765937e+24	4.44590968718026e+25	6599.432015762213	3336.726811756458
60	7.46323620317537e+34	4.746844672201278e+25	-2.7095782874899033e+25	-2539.225489280574	3119.0771506916826
61	2.6597984506532003e+34	3.08097727218902e+25	-3.930015572842316e+25	-24.964569310126535	3884.355498354271
62	7.353920094224656e+34	1.5761381653926168e+25	1.3719114661200363e+25	-6307.4747197820025	9450.84180703514
63	6.446501267460756e+34	2.4217154365290364e+25	4.805851496430792e+25	2091.142122825415	3131.504597622976
64	2.0336350461057307e+33	-1.0611172839571312e+25	-2.8812358467361506e+23	9061.446623642689	9124.40770931141
65	3.4442793694328663e+34	1.3649544538874633e+25	-2.2865549702883948e+25	-3359.247946146511	-8833.147334058449
66	5.679903111467299e+34	1.1314695639029104e+25	1.0672272101711223e+25	876.4060633049012	-7846.029770612957
67	4.464053791585692e+34	-8.152089780172424e+24	-1.59961123534738e+24	-2308.55856840235	9862.635273484579
68	5.270700749277914e+34	3.079932183854575e+25	4.330037898698803e+25	-2324.7184920581576	-1607.9574147145195
69	4.2810257113095825e+33	2.369106979065756e+25	-2.4019870570587623e+25	-1395.390610167664	9539.762962919089
70	6.111466567913237e+33	2.258976810509234e+25	2.268295386063684e+25	7801.6380641223	-7919.0551612160125
71	3.5590945020319484e+34	-2.894544618695176e+25	3.915095406880859e+25	6022.12693529615	1709.8070735331512
72	4.476800571017966e+34	2.6250994580660312e+25	-1.157952427178489e+25	-2648.8411101300717	-147.8861528733596
73	6.220132199126106e+34	-1.3381844976105594e+25	-2.7860395978596998e+25	7026.364176126888	-7229.7071064768925
74	9.220428536825074e+34	4.522309295157422e+24	1.6641114572600045e+25	6118.819585951072	-4627.0558656003295
75	7.895624480157955e+34	3.02357847199272e+25	-4.482674487410714e+25	5591.021727125924	-7755.204999003049
76	7.170784875871303e+34	3.531575369839146e+25	-4.9870525799697335e+25	-6422.2584912142565	2642.5888838488154
77	2.292531849272418e+34	2.7629588936267074e+25	4.905547717890298e+25	5210.724546562553	4382.324658554135
78	2.8372659618172313e+34	-2.874236127396738e+25	-1.423149094988618e+24	-5993.841219759388	-2077.110006759349
79	5.807987620566613e+34	3.389902159062967e+25	-2.587230345831329e+24	6500.315487705189	6057.230594520415
80	5.21706398821775e+34	3.4399989312172925e+25	-7.928875034789976e+24	2292.097445329666	6840.172339865614
81	7.017451284896553e+34	2.4850030820842004e+25	1.095743974516914e+25	7828.648422926548	-9438.69663243579
82	2.3868469997532436e+34	2.336729876004035e+25	-3.375274930880459e+25	-1247.3804196368728	-8209.888465657865
83	2.815159029908023e+34	-3.6576713778142913e+25	-6.301292303293559e+24	-3609.8815023370735	816.2016838538984
84	9.294270675586977e+34	-6.744002837524464e+24	-1.0622765751760348e+25	-4804.042308602851	-3783.890371388168
